Add 方式,session_id,source_turn_id,page_id,raw_token_count_including_special,effective_token_count,truncated,summary_tokens_total,summary_tokens_kept,keywords_tokens_total,keywords_tokens_kept,user_tokens_total,user_tokens_kept,user_truncation_status
原 Production Add（仅当前 User + Assistant）,S001,S001-Q018,55e7e466-3b1c-5014-85fc-2a14618ce254,465,465,False,368,368,46,46,49,49,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q019,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,377,377,False,305,305,45,45,25,25,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q020,77cecfad-195f-539e-b105-acf49d23a9c6,401,401,False,300,300,41,41,58,58,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q021,28a3b6de-dd4b-5bf8-919e-169ce12b1349,573,512,True,481,481,43,29,47,0,FULLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S001,S001-Q022,44777fdf-abd5-5570-b0aa-8e3f1cb44000,334,334,False,248,248,42,42,42,42,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q023,d5c03971-3795-5256-a75f-b3921d61a92d,614,512,True,519,510,44,0,49,0,FULLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S001,S001-Q024,204ccd02-0a09-5bee-9d12-d6469c1688e8,396,396,False,300,300,46,46,48,48,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q025,33eb4d66-a4c5-5429-b3bd-48948bb5d443,508,508,False,414,414,44,44,48,48,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q026,812b1a36-c36b-58cb-882e-3759ed7c7c58,370,370,False,277,277,38,38,53,53,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q027,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,453,453,False,350,350,45,45,56,56,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q028,fb76b32a-859d-5228-b170-550c026c1646,389,389,False,297,297,41,41,49,49,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q029,b4497adc-7393-57c0-8917-ce3372fbd151,399,399,False,306,306,43,43,48,48,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q030,6f47beb6-9be8-5a58-be8b-a77a9bbffd9a,476,476,False,373,373,42,42,59,59,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q031,3b7f143a-e38f-5d11-9219-ef3c808f775a,473,473,False,379,379,42,42,50,50,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q032,c107828c-a741-55f6-8e0c-446cfbdba215,348,348,False,260,260,40,40,46,46,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q033,adb63a6d-b7bd-5396-8e59-1cb9403d2c73,267,267,False,173,173,37,37,55,55,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q034,32b5d492-2df9-5ed9-ac46-caca5c87097c,379,379,False,286,286,40,40,51,51,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q035,05b70e73-30bc-59f9-98c1-7b8ae315ffd0,360,360,False,266,266,42,42,50,50,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q036,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,484,484,False,389,389,45,45,48,48,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q037,ec485c25-9d3b-5229-9578-6632bd7bacad,295,295,False,220,220,39,39,34,34,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q038,5fcaa70b-2b7a-509b-bb78-82c6345a84eb,558,512,True,462,462,44,44,50,4,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S001,S001-Q039,e2db6251-93c2-54d2-b811-75ba0665e53c,434,434,False,332,332,47,47,53,53,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q040,4054aab2-0aa7-5019-b341-077265511add,465,465,False,363,363,41,41,59,59,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q041,dd3a6ec2-247a-56ab-b2c6-395632758f90,501,501,False,410,410,39,39,50,50,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q042,7b17127a-2e14-5b97-afa8-efd13a4368fd,580,512,True,484,484,43,26,51,0,FULLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S001,S001-Q043,de592e81-e050-536b-8909-32866c85f6c2,673,512,True,575,510,43,0,53,0,FULLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S001,S001-Q044,989a0de5-bebd-56a4-97a0-84ff3f9ae051,451,451,False,359,359,41,41,49,49,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q045,dc5bd854-533a-501d-bb9c-f3d1b7c06fde,450,450,False,359,359,42,42,47,47,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S001,S001-Q046,cf78bbdc-fc14-56f3-b099-3b40129e0af9,521,512,True,432,432,43,43,44,35,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S001,S001-Q047,9f8ff8ed-0916-5409-aa52-750fa5f30a1c,458,458,False,354,354,43,43,59,59,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q001,f70d87dd-c4b9-59de-a761-869308b1818b,459,459,False,373,373,43,43,41,41,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q002,ceb187fe-1602-54a0-9ed7-224c7816f53e,435,435,False,336,336,44,44,53,53,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q003,5d1eccd0-c642-585e-9c32-5450ef208a4b,292,292,False,197,197,40,40,53,53,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q004,37f703bf-173c-56df-b339-f52774261c6e,374,374,False,291,291,37,37,44,44,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q005,4061a539-8cec-524a-9a35-60f71e908abb,245,245,False,154,154,43,43,46,46,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q006,a6c0000c-f234-59a1-b6e5-1283680d9b77,373,373,False,285,285,43,43,43,43,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q007,03c3981b-3b09-56ca-a545-043c8ff0d240,512,512,False,416,416,43,43,51,51,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q008,37d568b0-90c6-5481-b7d9-e0101fd95e52,493,493,False,387,387,45,45,59,59,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q009,ffe3f8c5-2f7a-5645-ac8f-b41d05a11638,368,368,False,277,277,40,40,49,49,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q010,6b4b9646-98e5-5584-bb4f-cc3b2b4e51d0,365,365,False,262,262,46,46,55,55,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q011,6e877c55-d5b4-5992-9e95-5c482212a7c9,517,512,True,439,439,43,43,33,28,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S002,S002-Q012,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,647,512,True,544,510,45,0,56,0,FULLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S002,S002-Q013,1489a6a2-1be1-5d95-99ec-ac3f42b06c35,435,435,False,338,338,44,44,51,51,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q014,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,401,401,False,310,310,42,42,47,47,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q015,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,595,512,True,500,500,44,10,49,0,FULLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S002,S002-Q016,8abb5364-9164-5a46-826a-a0fde69d88a8,525,512,True,436,436,43,43,44,31,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S002,S002-Q017,0c762a14-8087-5bb0-a22d-c86667c2dabe,515,512,True,412,412,43,43,58,55,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S002,S002-Q018,b304ab57-b911-5070-88ba-fca4f39a37e8,456,456,False,356,356,43,43,55,55,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q019,e64218f2-62ce-555a-ba53-f3fd1214e0f7,366,366,False,265,265,46,46,53,53,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q020,9f71d35e-bf23-5ea1-9ed6-f9fb77b5ea80,564,512,True,464,464,41,41,57,5,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S002,S002-Q021,c8f4e926-30e6-5f69-bf75-7901bee08448,523,512,True,404,404,45,45,72,61,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S002,S002-Q022,42756865-0f8f-5dcc-a050-6ecec5b828ce,343,343,False,238,238,38,38,65,65,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q023,79860bb6-6010-5ca0-ac81-f4327e2bff44,367,367,False,253,253,42,42,70,70,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q024,6d98ca26-e346-5273-b057-bb7822359930,513,512,True,401,401,44,44,66,65,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S002,S002-Q025,50ece86f-0b7d-5180-8833-108f08b16aa0,353,353,False,243,243,42,42,66,66,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q026,9f1aca79-05a4-5e05-95d1-2323f4c68ed6,446,446,False,325,325,42,42,77,77,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q027,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,362,362,False,251,251,40,40,69,69,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q028,9316db54-3f72-5cdc-a8fb-417c4891e307,485,485,False,372,372,43,43,68,68,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q029,893b3ae9-1f94-5436-8c6d-54e200693867,385,385,False,299,299,40,40,44,44,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q030,5d1129e6-fe0c-54c2-8a45-a5291b9d4e53,398,398,False,277,277,42,42,77,77,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q031,a8e549ea-cc7d-5afb-b7c2-2c0086eedcd9,343,343,False,234,234,41,41,66,66,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q032,78a623b8-bff9-5b45-b990-24d74e714f9b,308,308,False,205,205,40,40,61,61,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q033,566e5d08-995e-5a35-9566-2770b6024b5a,478,478,False,370,370,38,38,68,68,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q034,57b8caa3-b46e-50f2-a65a-bb244543b1c3,421,421,False,305,305,47,47,67,67,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q035,53002bea-e9ad-5d96-83a5-03522979913a,496,496,False,385,385,42,42,67,67,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q036,5c22c135-b86e-56a3-83eb-7484d1183dca,493,493,False,374,374,45,45,72,72,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q037,087338a6-fe85-5c9e-9ce5-15a213fa760e,362,362,False,266,266,41,41,53,53,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q038,e2b1c04d-b6eb-5b03-8271-58604d4e20d3,433,433,False,319,319,44,44,68,68,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q039,0f36d25b-9079-50b7-8631-6c59c16d905b,355,355,False,240,240,46,46,67,67,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q040,647fce0c-6320-5a98-819d-50dff3300582,551,512,True,430,430,41,41,78,39,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S002,S002-Q041,a640b50d-59f1-5355-8579-dc5aea979edb,354,354,False,243,243,40,40,69,69,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q042,2dfdba20-c49c-5149-9993-09aa190738c7,305,305,False,199,199,39,39,65,65,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q043,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,436,436,False,318,318,42,42,74,74,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q044,36301016-21e0-53b6-967a-92affd6e0d68,395,395,False,281,281,42,42,70,70,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q045,d728a292-3080-5624-89ff-d8e05d09e8ca,436,436,False,332,332,33,33,69,69,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q046,03cfc256-5474-5a94-b3bd-8ae0e1468cfd,383,383,False,270,270,44,44,67,67,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q047,861902a4-c7d1-5058-ac04-5824babf2b61,421,421,False,325,325,41,41,53,53,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q048,a56a2b47-0045-5d3d-952d-ef79edf44e4a,425,425,False,308,308,46,46,69,69,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q049,8dcae915-8670-5f3e-802c-be0b10d761fa,390,390,False,275,275,41,41,72,72,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q050,e40ec65e-2907-515a-b1dd-3bec39109106,547,512,True,424,424,43,43,78,43,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S002,S002-Q051,2e583969-bc65-5074-a7fe-0424438cd092,359,359,False,265,265,42,42,50,50,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q052,08071793-33f2-5c8e-835a-34f1835a0973,404,404,False,311,311,42,42,49,49,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q053,a2f4bee5-f836-545e-8197-d79f3f2d284c,479,479,False,383,383,43,43,51,51,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q054,5490b9a4-3ee1-5d2c-913f-1fb3ae921f10,318,318,False,233,233,40,40,43,43,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q055,d04ea023-63be-523c-b994-bdc3c3fd0ae4,367,367,False,269,269,47,47,49,49,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q056,166328f1-a89c-5b18-8a53-02ac909e0849,426,426,False,337,337,40,40,47,47,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q057,3549589e-05fe-5631-9385-5379f8dd4396,520,512,True,416,416,43,43,59,51,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S002,S002-Q058,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,405,405,False,320,320,40,40,43,43,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q059,f176798e-99a6-575c-b7a4-f45d3d408206,367,367,False,277,277,42,42,46,46,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q060,90f899e0-16f7-540e-9302-625439620445,497,497,False,409,409,38,38,48,48,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q061,94326378-5fde-5bb5-85fb-a77991b3ac6c,433,433,False,335,335,45,45,51,51,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q062,323c7c4f-02b6-5801-9c72-3623423fb3c6,262,262,False,166,166,40,40,54,54,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q063,235cb91c-034a-5c73-9bd4-32f5b41e13d7,284,284,False,201,201,40,40,41,41,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q064,95dce1c8-76eb-5c10-b622-b77e03c00526,421,421,False,322,322,42,42,55,55,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q065,9f5d73d5-494c-575c-aba9-157919723349,516,512,True,433,433,46,46,35,31,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S002,S002-Q066,9a8b3ff4-8cf9-50ac-af2f-678281152fda,478,478,False,381,381,44,44,51,51,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q067,6c3ee9bb-44fd-58de-b46f-7a5cf21d7d48,518,512,True,432,432,42,42,42,36,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S002,S002-Q068,e1d7ccc6-3641-51f9-9153-f81df340dffc,405,405,False,314,314,43,43,46,46,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q069,34c298d0-573d-5bb7-860c-2b5d53e5198e,483,483,False,394,394,43,43,44,44,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S002,S002-Q070,b028245b-2874-5422-8987-0fb8f15a1c45,543,512,True,456,456,40,40,45,14,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S003,S003-Q001,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,579,512,True,490,490,41,20,46,0,FULLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S003,S003-Q002,3039ff9a-80a9-534e-bac6-7b97cc24a926,566,512,True,467,467,43,43,54,0,FULLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S003,S003-Q003,54c53e7a-2b68-5849-a196-571fccaa0ac3,432,432,False,341,341,40,40,49,49,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S003,S003-Q004,ff050426-ccc1-5faa-8b70-2b3eedf5209b,344,344,False,254,254,42,42,46,46,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S003,S003-Q005,60bc0fda-17d1-5475-9f92-6434dee83888,480,480,False,393,393,42,42,43,43,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S003,S003-Q006,914dcda3-55d6-504a-9159-f6f54938f31f,635,512,True,542,510,43,0,48,0,FULLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S003,S003-Q007,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,509,509,False,418,418,39,39,50,50,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S003,S003-Q008,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,396,396,False,298,298,43,43,53,53,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S003,S003-Q009,6acea1bf-012f-53f4-bac8-545da6e86a3e,598,512,True,504,504,45,6,47,0,FULLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S003,S003-Q010,49d340b2-23e8-5b2c-abec-13dbe4b21de7,451,451,False,353,353,41,41,55,55,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S003,S003-Q011,3446dbc5-5d91-5f49-a1fe-1d68979506a4,310,310,False,218,218,44,44,46,46,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S003,S003-Q012,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,331,331,False,236,236,42,42,51,51,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S003,S003-Q013,3bd00881-7f00-5756-9420-0d2f71ecdc25,399,399,False,309,309,38,38,50,50,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S003,S003-Q014,cee54426-e3ab-5ae2-aaab-81de729e05f3,404,404,False,312,312,41,41,49,49,FULLY_KEPT
