baseline,config,comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference
C3,A2,C3 Top60 + BGE-small Raw-token MaxSim vs C3,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,7,3,4,0.5447832942008972,0.5401342511177063,-0.004649043083190918
C3,A2,C3 Top60 + BGE-small Raw-token MaxSim vs C3,S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,17,13,4,0.5247721672058105,0.5539678335189819,0.029195666313171387
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q007,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,3,3,0,0.428148090839386,0.5491166710853577,0.12096858024597168
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q011,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,4,6,-2,0.466714084148407,0.522331178188324,0.05561709403991699
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q011,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,1,5,-4,0.5079617500305176,0.5269582867622375,0.01899653673171997
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,6,9,-3,0.5258427858352661,0.5805203914642334,0.054677605628967285
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,5,7,-2,0.5786083340644836,0.596556544303894,0.0179482102394104
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,3,2,1,0.6154555082321167,0.613271176815033,-0.0021843314170837402
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,7,13,-6,0.6190251111984253,0.6089586019515991,-0.010066509246826172
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,13,8,5,0.5578075647354126,0.6099948883056641,0.052187323570251465
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,11,16,-5,0.5649251937866211,0.5779913067817688,0.013066112995147705
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,3,5,-2,0.6154380440711975,0.6027886867523193,-0.012649357318878174
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,12,7,5,0.544538140296936,0.5973411798477173,0.05280303955078125
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,3,11,-8,0.4967461824417114,0.5208999514579773,0.02415376901626587
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,2,4,-2,0.5816625952720642,0.5252218246459961,-0.056440770626068115
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,24,11,13,0.4725983738899231,0.5107334852218628,0.0381351113319397
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,23,19,4,0.39940428733825684,0.5158630013465881,0.1164587140083313
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,1,7,-6,0.520713210105896,0.49179184436798096,-0.02892136573791504
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,13,9,4,0.4627559781074524,0.4838848114013672,0.021128833293914795
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,7,5,2,0.516326904296875,0.5124401450157166,-0.0038867592811584473
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,4,6,-2,0.41738826036453247,0.4523327052593231,0.03494444489479065
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,6,14,-8,0.41101235151290894,0.43016403913497925,0.019151687622070312
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,11,9,2,0.6024776697158813,0.5785576701164246,-0.023919999599456787
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,3,2,1,0.37535619735717773,0.5114071369171143,0.13605093955993652
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,7,6,1,0.35073208808898926,0.41595658659935,0.06522449851036072
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,5,3,2,0.3698793947696686,0.4445032477378845,0.07462385296821594
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,9,8,1,0.3458166718482971,0.414286345243454,0.06846967339515686
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,5,4,1,0.3781711459159851,0.45827728509902954,0.08010613918304443
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,6,3,3,0.47782114148139954,0.5201649069786072,0.04234376549720764
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,15,5,10,0.6479976177215576,0.5892989635467529,-0.05869865417480469
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,11,5,6,0.7154013514518738,0.6655985713005066,-0.04980278015136719
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,7,17,-10,0.7325950860977173,0.6228620409965515,-0.10973304510116577
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,8,4,4,0.6824973225593567,0.5901545286178589,-0.0923427939414978
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,10,10,0,0.6791412234306335,0.5740124583244324,-0.10512876510620117
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,2,4,-2,0.7513960599899292,0.676769495010376,-0.07462656497955322
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,2,1,1,0.7454124689102173,0.6593426465988159,-0.08606982231140137
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,24,-13,0.7210525870323181,0.5934717655181885,-0.12758082151412964
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,30,-19,0.7214906811714172,0.5975682139396667,-0.12392246723175049
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,13,24,-11,0.6772738099098206,0.5744370818138123,-0.1028367280960083
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,2,3,-1,0.7298577427864075,0.6248130202293396,-0.10504472255706787
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,12,14,-2,0.6979053020477295,0.645104706287384,-0.05280059576034546
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,39,28,11,0.6558573842048645,0.6252650022506714,-0.030592381954193115
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,4,10,-6,0.7309869527816772,0.6450252532958984,-0.08596169948577881
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,4,5,-1,0.67808997631073,0.5822677612304688,-0.09582221508026123
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,1,2,-1,0.6072694063186646,0.595367968082428,-0.011901438236236572
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,15,8,7,0.4818408787250519,0.5563058257102966,0.07446494698524475
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,16,6,10,0.492669016122818,0.5831798911094666,0.09051087498664856
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,12,5,7,0.5007023811340332,0.5838069915771484,0.08310461044311523
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,S002-Q050,36,31,5,0.33248934149742126,0.4214964509010315,0.08900710940361023
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,S002-Q057,11,5,6,0.6479683518409729,0.646731436252594,-0.0012369155883789062
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,S002-Q053,1,31,-30,0.650933027267456,0.5741845369338989,-0.07674849033355713
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,S002-Q058,6,11,-5,0.6310549378395081,0.6059929132461548,-0.02506202459335327
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,S002-Q056,1,1,0,0.6374316811561584,0.6135399341583252,-0.023891746997833252
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,S002-Q062,11,4,7,0.5550165176391602,0.5921294689178467,0.03711295127868652
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,11,20,-9,0.4726150631904602,0.48913657665252686,0.01652151346206665
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,2,2,0,0.3476473391056061,0.5048167705535889,0.1571694314479828
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,4,2,2,0.4727919101715088,0.5703687071800232,0.0975767970085144
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,1,3,-2,0.494103342294693,0.552782416343689,0.05867907404899597
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,6,4,2,0.49814823269844055,0.4789983630180359,-0.019149869680404663
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,5,7,-2,0.5069320797920227,0.4651859700679779,-0.0417461097240448
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,S003-Q008,1,1,0,0.6167545914649963,0.6182705163955688,0.0015159249305725098
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,7,5,2,0.6651113629341125,0.6877714991569519,0.022660136222839355
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,S003-Q012,1,1,0,0.6499589681625366,0.5906228423118591,-0.05933612585067749
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,S003-Q018,3,3,0,0.6119412183761597,0.5664393901824951,-0.04550182819366455
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,S003-Q014,15,19,-4,0.5855612754821777,0.5937548279762268,0.008193552494049072
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,7,5,2,0.6343926787376404,0.6430277824401855,0.008635103702545166
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,6,4,2,0.5726884603500366,0.5689404606819153,-0.003747999668121338
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,12,11,1,0.5834260582923889,0.5957573652267456,0.01233130693435669
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,21,12,9,0.54683518409729,0.5944204330444336,0.047585248947143555
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,17,19,-2,0.5243327021598816,0.5414833426475525,0.0171506404876709
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,2,30,-28,0.6725355982780457,0.6059215068817139,-0.06661409139633179
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,29,13,16,0.5633748769760132,0.6451711058616638,0.08179622888565063
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,6,10,-4,0.5420230627059937,0.5011304616928101,-0.040892601013183594
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,33,28,5,0.4599473774433136,0.5102254748344421,0.05027809739112854
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,15,11,4,0.5070860385894775,0.5401386618614197,0.03305262327194214
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,22,26,-4,0.5056788325309753,0.5251405835151672,0.019461750984191895
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,10,5,5,0.5986801981925964,0.6446317434310913,0.04595154523849487
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,15,16,-1,0.592033326625824,0.6192256808280945,0.027192354202270508
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,41,41,0,0.4069212079048157,0.49554046988487244,0.08861926198005676
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,11,13,-2,0.4789794087409973,0.5423912405967712,0.06341183185577393
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,3,11,-8,0.5221919417381287,0.5305235981941223,0.008331656455993652
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,19,14,5,0.4438685476779938,0.5272744297981262,0.08340588212013245
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,S003-Q053,18,5,13,0.4406288266181946,0.5552988648414612,0.1146700382232666
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,S003-Q058,14,19,-5,0.4429168999195099,0.515449583530426,0.07253268361091614
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,1,2,-1,0.48954805731773376,0.5283573269844055,0.03880926966667175
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,S003-Q062,18,13,5,0.4069208800792694,0.4887639284133911,0.0818430483341217
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,S003-Q064,4,8,-4,0.4601253867149353,0.5568603873252869,0.09673500061035156
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,16,11,5,0.6070505380630493,0.6576249599456787,0.050574421882629395
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,54,46,8,0.5469114780426025,0.6040827035903931,0.05717122554779053
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,24,12,12,0.5937093496322632,0.6552206873893738,0.061511337757110596
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,5,5,0,0.5364928841590881,0.582022488117218,0.04552960395812988
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,47,35,12,0.482970654964447,0.5450127720832825,0.06204211711883545
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,30,49,-19,0.6417790651321411,0.5692150592803955,-0.0725640058517456
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,12,42,-30,0.6042231917381287,0.5972962975502014,-0.006926894187927246
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,48,47,1,0.5702548027038574,0.5935608744621277,0.023306071758270264
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,22,16,6,0.5237754583358765,0.5313542485237122,0.007578790187835693
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,3,5,-2,0.5488320589065552,0.5633173584938049,0.014485299587249756
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,23,8,15,0.5221955180168152,0.5486215353012085,0.02642601728439331
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,3,3,0,0.35100364685058594,0.5219652652740479,0.17096161842346191
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,7,6,1,0.5022115111351013,0.5659725666046143,0.06376105546951294
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,1,1,0,0.6210789084434509,0.6627243161201477,0.04164540767669678
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,8,9,-1,0.593585193157196,0.626633882522583,0.03304868936538696
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,5,8,-3,0.6157102584838867,0.6303255558013916,0.014615297317504883
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,2,6,-4,0.5244457125663757,0.5719197392463684,0.047474026679992676
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,11,6,5,0.6970088481903076,0.6053386926651001,-0.09167015552520752
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,3,1,2,0.7119752168655396,0.7186709046363831,0.006695687770843506
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,4,5,-1,0.7066170573234558,0.6725273728370667,-0.03408968448638916
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,18,20,-2,0.7261838316917419,0.6173266172409058,-0.10885721445083618
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,14,7,7,0.7453212141990662,0.6852591633796692,-0.06006205081939697
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,8,1,7,0.7841389775276184,0.6880571246147156,-0.09608185291290283
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,5,4,1,0.6531623601913452,0.6802994608879089,0.02713710069656372
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,19,6,13,0.60422682762146,0.6739749312400818,0.06974810361862183
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,3,7,-4,0.5494986772537231,0.5835248231887817,0.034026145935058594
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,4,24,-20,0.5578400492668152,0.5604220032691956,0.002581954002380371
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,21,16,5,0.489423006772995,0.5793532133102417,0.0899302065372467
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,4,18,-14,0.5434472560882568,0.5110262632369995,-0.032420992851257324
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,40,36,4,0.30329322814941406,0.3663853406906128,0.06309211254119873
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,28,1,27,0.3380138576030731,0.46543174982070923,0.1274178922176361
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,22,43,-21,0.5372671484947205,0.5556396245956421,0.01837247610092163
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,36,20,16,0.5712360143661499,0.6162037253379822,0.044967710971832275
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,17,32,-15,0.6142544746398926,0.5976677536964417,-0.016586720943450928
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,25,44,-19,0.5234483480453491,0.5280501246452332,0.004601776599884033
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,33,46,-13,0.5125783085823059,0.5192612409591675,0.006682932376861572
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,3,26,-23,0.6123521327972412,0.5398895740509033,-0.07246255874633789
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,26,6,20,0.4568561911582947,0.5584845542907715,0.1016283631324768
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,12,7,5,0.4582591652870178,0.5512943267822266,0.09303516149520874
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,2,17,-15,0.47814619541168213,0.5070921778678894,0.028945982456207275
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,15,9,6,0.42474165558815,0.4515754282474518,0.026833772659301758
C3,B1,BGE-M3 IDF-weighted MaxSim vs C3,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,22,15,7,0.41263967752456665,0.440327912569046,0.02768823504447937
