variant,baseline,comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference
V2-Global,C3,V2-Global vs C3,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,1,8,-7,0.6653862595558167,0.6016731262207031,-0.06371313333511353
V2-Global,C3,V2-Global vs C3,S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,2,11,-9,0.6522879004478455,0.5859347581863403,-0.06635314226150513
V2-Global,C3,V2-Global vs C3,S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,5,12,-7,0.6095507144927979,0.5801030397415161,-0.02944767475128174
V2-Global,C3,V2-Global vs C3,S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,21,24,-3,0.46689894795417786,0.46243274211883545,-0.004466205835342407
V2-Global,C3,V2-Global vs C3,S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,9,6,3,0.5086044073104858,0.5299513936042786,0.021346986293792725
V2-Global,C3,V2-Global vs C3,S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,18,4,14,0.5557105541229248,0.6324377059936523,0.07672715187072754
V2-Global,C3,V2-Global vs C3,S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,16,30,-14,0.5743467211723328,0.551503598690033,-0.022843122482299805
V2-Global,C3,V2-Global vs C3,S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,17,-16,0.650495707988739,0.5729043483734131,-0.07759135961532593
V2-Global,C3,V2-Global vs C3,S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,1,3,-2,0.6233232617378235,0.6115025281906128,-0.011820733547210693
V2-Global,C3,V2-Global vs C3,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,2,-1,0.6313807368278503,0.6002267003059387,-0.03115403652191162
V2-Global,C3,V2-Global vs C3,S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,26,37,-11,0.5303848385810852,0.5108858942985535,-0.01949894428253174
V2-Global,C3,V2-Global vs C3,S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,24,33,-9,0.5050852298736572,0.47190913558006287,-0.03317609429359436
V2-Global,C3,V2-Global vs C3,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,7,6,1,0.5447832942008972,0.5306148529052734,-0.01416844129562378
V2-Global,C3,V2-Global vs C3,S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,17,23,-6,0.5247721672058105,0.5108516812324524,-0.013920485973358154
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q007,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,3,3,0,0.48390793519896286,0.3834194242954254,-0.10048851090353744
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q011,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,5,5,0,0.45459009644985643,0.4596266746520996,0.00503657820224318
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q011,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,3,2,1,0.4928729827924361,0.5114926099777222,0.01861962718528609
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,9,8,1,0.48724994414310013,0.5066484808921814,0.019398536749081263
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,3,3,0,0.5830606219469374,0.5561391711235046,-0.02692145082343278
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,2,2,0,0.6497647762298584,0.6503340601921082,0.0005692839622497559
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,13,6,7,0.5680872932915308,0.6376816630363464,0.06959436974481559
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,8,14,-6,0.5698497553699647,0.5380111932754517,-0.03183856209451308
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,9,9,0,0.566324322172183,0.5590584874153137,-0.0072658347568692605
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,8,9,-1,0.5905001276020762,0.5651918649673462,-0.02530826263472996
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,17,14,3,0.5388553977332997,0.5143659710884094,-0.02448942664489029
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,8,5,3,0.4803551094433496,0.47617530822753906,-0.004179801215810519
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,5,12,-7,0.5751062704334065,0.5203909277915955,-0.05471534264181099
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,23,17,6,0.5112043023109436,0.5028499960899353,-0.0083543062210083
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,23,20,3,0.4697712017740817,0.4668748676776886,-0.002896334096393116
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,18,8,10,0.5089844404153251,0.48561811447143555,-0.023366325943889543
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,21,6,15,0.5014903293916674,0.4913351833820343,-0.010155146009633076
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,33,12,21,0.514158640706794,0.5057012438774109,-0.008457396829383068
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,1,8,-7,0.46298076149388495,0.4084733724594116,-0.05450738903447333
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,24,24,0,0.3954646229743958,0.373640775680542,-0.021823847293853782
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,5,4,1,0.5313140870974271,0.6266476511955261,0.09533356409809901
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,1,3,-2,0.4717116041011574,0.4076790511608124,-0.06403255294034504
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,6,7,-1,0.44025196617499457,0.336154967546463,-0.10409699862853156
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,3,3,0,0.46623548847471563,0.37907087802886963,-0.087164610445846
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,9,9,0,0.396659494725797,0.33715713024139404,-0.059502364484402936
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,5,3,2,0.41887976687430184,0.4017919898033142,-0.01708777707098763
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,5,5,0,0.5130947233122491,0.49856480956077576,-0.014529913751473389
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,16,14,2,0.5727619152482759,0.641459584236145,0.06869766898786911
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,4,14,-10,0.7572957583023479,0.692784309387207,-0.06451144891514082
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,7,15,-8,0.7401132820323946,0.6927362084388733,-0.04737707359352128
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,7,6,1,0.7031844148984093,0.710929811000824,0.007745396102414648
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,11,9,2,0.6981712233580802,0.6872261166572571,-0.01094510670082316
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,8,2,6,0.770766019821167,0.7546801567077637,-0.01608586311340332
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,24,2,22,0.6712691461796305,0.7540778517723083,0.08280870559267783
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,12,16,-4,0.7064605888850463,0.7162932753562927,0.009832686471246466
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,21,16,5,0.7014493690591913,0.6872496604919434,-0.014199708567247948
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,24,15,9,0.6360746237305431,0.6843270659446716,0.0482524422141285
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,3,1,2,0.6916866009335831,0.7383397221565247,0.04665312122294152
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,12,2,10,0.6997599685231835,0.7499579787254333,0.0501980102022499
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,21,40,-19,0.6851720085752092,0.6097753047943115,-0.07539670378089769
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,37,9,28,0.6419382660642702,0.7207605838775635,0.0788223178132933
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,2,7,-5,0.7032594165809044,0.7122352719306946,0.008975855349790174
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,1,2,-1,0.6081144147517538,0.5808930397033691,-0.027221375048384622
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,20,23,-3,0.5087574571562772,0.49605026841163635,-0.01270718874464083
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,8,6,2,0.5176506872610831,0.5253505110740662,0.007699823812983064
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,25,21,4,0.4960032997249133,0.4989655911922455,0.0029622914673321787
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,S002-Q050,33,28,5,0.41492446946225847,0.38290542364120483,-0.03201904582105364
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,S002-Q057,20,39,-19,0.609848727704408,0.5368034839630127,-0.07304524374139532
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,S002-Q053,2,1,1,0.5985152634349797,0.5853399634361267,-0.01317529999885303
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,S002-Q058,10,10,0,0.5802946769150592,0.5126327872276306,-0.06766188968742859
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,S002-Q056,1,1,0,0.5992766057649827,0.6364994645118713,0.03722285874688869
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,S002-Q062,2,21,-19,0.5885587723532618,0.5556771159172058,-0.032881656436056006
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,33,46,-13,0.42347447961194656,0.4134773313999176,-0.009997148212028961
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,2,3,-1,0.4519479831279833,0.42300599813461304,-0.02894198499337025
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,1,5,-4,0.5354232890361457,0.477201372385025,-0.05822191665112064
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,7,3,4,0.4731432539945082,0.478884756565094,0.00574150257058581
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,3,6,-3,0.5732523459815541,0.5055054426193237,-0.06774690336223033
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,5,4,1,0.5521541189614941,0.5295724272727966,-0.022581691688697503
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,S003-Q008,1,1,0,0.6035077888826242,0.5654905438423157,-0.03801724504030857
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,5,13,-8,0.6335039649558905,0.6162229180335999,-0.0172810469222906
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,S003-Q012,1,4,-3,0.656932808696395,0.5879969596862793,-0.06893584901011574
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,S003-Q018,3,3,0,0.6203571169068968,0.5955085754394531,-0.02484854146744364
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,S003-Q014,8,8,0,0.6013238906860352,0.6210969686508179,0.01977307796478267
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,18,3,15,0.5787895104177616,0.6491759419441223,0.0703864315263607
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,12,3,9,0.5792108465329895,0.4969196021556854,-0.08229124437730406
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,3,4,-1,0.5611993845577832,0.612847626209259,0.05164824165147586
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,26,17,9,0.5080211480241109,0.5692102909088135,0.06118914288470256
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,22,12,10,0.5443257417872991,0.5695419907569885,0.025216248969689437
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,5,15,-10,0.6466107600548654,0.6030891537666321,-0.04352160628823332
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,26,32,-6,0.5978040172827199,0.516022264957428,-0.08178175232529195
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,4,24,-20,0.5620417289929748,0.49486276507377625,-0.06717896391919853
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,26,30,-4,0.4981088863419414,0.44443362951278687,-0.05367525682915453
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,33,34,-1,0.46985554495625537,0.4323105812072754,-0.037544963748979976
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,16,28,-12,0.5735388114706585,0.5025113224983215,-0.07102748897233702
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,2,25,-23,0.6269290116860059,0.5751289129257202,-0.051800098760285684
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,4,23,-19,0.622240627731329,0.5822278261184692,-0.040012801612859805
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,20,44,-24,0.4946125325329621,0.4933847486972809,-0.0012277838356812287
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,1,24,-23,0.5277059174578148,0.5547524690628052,0.027046551604990365
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,14,25,-11,0.5518248592808869,0.46688541769981384,-0.08493944158107303
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,15,26,-11,0.49868903684792715,0.42177411913871765,-0.0769149177092095
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,S003-Q053,20,37,-17,0.45992055836078743,0.40367478132247925,-0.05624577703830819
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,S003-Q058,25,23,2,0.4483243941719394,0.4334767758846283,-0.014847618287311126
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,1,2,-1,0.5134117820557125,0.5195035338401794,0.00609175178446697
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,S003-Q062,33,21,12,0.4276674943201268,0.4455089569091797,0.017841462589052892
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,S003-Q064,8,28,-20,0.4967120677524742,0.41871434450149536,-0.07799772325097881
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,6,18,-12,0.6107462406158447,0.605577826499939,-0.0051684141159057395
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,38,53,-15,0.5557581668222746,0.5639034509658813,0.008145284143606712
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,10,28,-18,0.6007904410362244,0.5903055667877197,-0.010484874248504639
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,22,7,15,0.5190209183477063,0.5414443016052246,0.02242338325751836
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,12,60,-48,0.5318993001458958,0.47407352924346924,-0.057825770902426576
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,25,31,-6,0.6181183841352581,0.6552943587303162,0.03717597459505806
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,19,30,-11,0.596558951801375,0.4546920359134674,-0.14186691588790756
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,23,50,-27,0.5928266763687134,0.43096888065338135,-0.1618577957153321
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,50,40,10,0.5295186032375017,0.4925452172756195,-0.036973385961882155
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,7,7,0,0.576446190908032,0.5293002724647522,-0.047145918443279755
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,25,27,-2,0.5612938023384691,0.5008143186569214,-0.06047948368154776
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,3,2,1,0.44820606112480166,0.437661737203598,-0.010544323921203635
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,6,6,0,0.50003661538242,0.5288893580436707,0.028852742661250708
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,1,1,0,0.6221852747337308,0.6548851728439331,0.03269989811020235
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,7,9,-2,0.6158231642172889,0.5955835580825806,-0.02023960613470832
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,5,1,4,0.638020781685277,0.6894017457962036,0.05138096411092663
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,4,5,-1,0.5512016620699247,0.5023285150527954,-0.048873147017129304
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,7,16,-9,0.6823108483738214,0.6912941932678223,0.008983344894000878
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,1,3,-2,0.723382134639152,0.7469451427459717,0.02356300810681966
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,10,7,3,0.6454526730075248,0.7023645043373108,0.056911831329785945
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,18,21,-3,0.6976283077917685,0.7168931365013123,0.019264828709543713
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,19,13,6,0.6973419666290283,0.7539003491401672,0.05655838251113898
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,2,7,-5,0.7743657414731215,0.7877012491226196,0.01333550764949809
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,4,4,0,0.686695647239685,0.624641478061676,-0.06205416917800899
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,26,10,16,0.6206365665062312,0.5954365730285645,-0.02519999347766677
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,8,6,2,0.5530795068362009,0.5426957607269287,-0.010383746109272174
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,13,3,10,0.5750452393971582,0.5214325785636902,-0.05361266083346805
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,25,26,-1,0.5165707408534772,0.40202072262763977,-0.11455001822583744
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,2,24,-22,0.5412838380989664,0.4791639745235443,-0.062119863575422096
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,34,39,-5,0.347685667734484,0.3000834882259369,-0.047602179508547116
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,21,15,6,0.40021867101545855,0.3816470503807068,-0.018571620634751762
V2-Global,Field-aware V1,V2-Global vs Field-aware V1,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,32,5,27,0.5523177858658812,0.5140235424041748,-0.0382942434617064
