config,comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference
M0,BGE-M3 Dense（max_length=1024） vs C3,S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,12,9,3,0.544538140296936,0.6645084023475647,0.11997026205062866
M0,BGE-M3 Dense（max_length=1024） vs C3,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,3,5,-2,0.4967461824417114,0.5579071640968323,0.06116098165512085
M0,BGE-M3 Dense（max_length=1024） vs C3,S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,2,4,-2,0.5816625952720642,0.577375590801239,-0.004287004470825195
M0,BGE-M3 Dense（max_length=1024） vs C3,S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,24,18,6,0.4725983738899231,0.5544382333755493,0.08183985948562622
M0,BGE-M3 Dense（max_length=1024） vs C3,S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,23,22,1,0.39940428733825684,0.5790352821350098,0.17963099479675293
M0,BGE-M3 Dense（max_length=1024） vs C3,S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,1,3,-2,0.520713210105896,0.568207323551178,0.04749411344528198
M0,BGE-M3 Dense（max_length=1024） vs C3,S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,13,5,8,0.4627559781074524,0.5584201216697693,0.0956641435623169
M0,BGE-M3 Dense（max_length=1024） vs C3,S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,7,6,1,0.516326904296875,0.5641685724258423,0.047841668128967285
M0,BGE-M3 Dense（max_length=1024） vs C3,S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,4,14,-10,0.41738826036453247,0.432625949382782,0.015237689018249512
M0,BGE-M3 Dense（max_length=1024） vs C3,S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,6,16,-10,0.41101235151290894,0.4285363554954529,0.017524003982543945
M0,BGE-M3 Dense（max_length=1024） vs C3,S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,11,5,6,0.6024776697158813,0.6595572233200073,0.05707955360412598
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,3,3,0,0.37535619735717773,0.5378185510635376,0.16246235370635986
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,7,7,0,0.35073208808898926,0.422049880027771,0.07131779193878174
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,5,3,2,0.3698793947696686,0.46529245376586914,0.09541305899620056
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,9,8,1,0.3458166718482971,0.44430088996887207,0.09848421812057495
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,5,7,-2,0.3781711459159851,0.4702242910861969,0.09205314517021179
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,6,6,0,0.47782114148139954,0.5366994142532349,0.05887827277183533
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,15,6,9,0.6479976177215576,0.6736302971839905,0.02563267946243286
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,11,5,6,0.7154013514518738,0.7715458869934082,0.056144535541534424
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,7,9,-2,0.7325950860977173,0.753414511680603,0.020819425582885742
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,8,3,5,0.6824973225593567,0.6859176754951477,0.0034203529357910156
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,10,5,5,0.6791412234306335,0.68051677942276,0.0013755559921264648
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,2,4,-2,0.7513960599899292,0.7946102619171143,0.04321420192718506
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,2,1,1,0.7454124689102173,0.7638229131698608,0.018410444259643555
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,20,-9,0.7210525870323181,0.7098861932754517,-0.011166393756866455
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,29,-18,0.7214906811714172,0.727476954460144,0.005986273288726807
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,13,15,-2,0.6772738099098206,0.6867307424545288,0.009456932544708252
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,2,1,1,0.7298577427864075,0.739738941192627,0.009881198406219482
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,12,9,3,0.6979053020477295,0.7418780326843262,0.04397273063659668
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,39,31,8,0.6558573842048645,0.7238383293151855,0.06798094511032104
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,4,8,-4,0.7309869527816772,0.7525932788848877,0.02160632610321045
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,4,3,1,0.67808997631073,0.7226399779319763,0.04455000162124634
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,1,2,-1,0.6072694063186646,0.5972784161567688,-0.009990990161895752
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,15,11,4,0.4818408787250519,0.568000316619873,0.08615943789482117
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,16,17,-1,0.492669016122818,0.5698753595352173,0.07720634341239929
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,12,2,10,0.5007023811340332,0.6160084009170532,0.11530601978302002
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,S002-Q050,36,35,1,0.33248934149742126,0.40786978602409363,0.07538044452667236
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,S002-Q057,11,2,9,0.6479683518409729,0.6905909776687622,0.04262262582778931
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,S002-Q053,1,24,-23,0.650933027267456,0.6093257069587708,-0.0416073203086853
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,S002-Q058,6,17,-11,0.6310549378395081,0.6189762949943542,-0.012078642845153809
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,S002-Q056,1,1,0,0.6374316811561584,0.6624794006347656,0.025047719478607178
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,S002-Q062,11,4,7,0.5550165176391602,0.6249976754188538,0.0699811577796936
M0,BGE-M3 Dense（max_length=1024） vs C3,S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,11,53,-42,0.4726150631904602,0.47740548849105835,0.0047904253005981445
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,2,2,0,0.3476473391056061,0.5541847944259644,0.20653745532035828
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,4,3,1,0.4727919101715088,0.6487732529640198,0.175981342792511
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,1,2,-1,0.494103342294693,0.65643310546875,0.162329763174057
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,6,6,0,0.49814823269844055,0.5340695977210999,0.0359213650226593
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,5,7,-2,0.5069320797920227,0.5146254301071167,0.007693350315093994
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,S003-Q008,1,2,-1,0.6167545914649963,0.6678082942962646,0.05105370283126831
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,7,4,3,0.6651113629341125,0.7456438541412354,0.0805324912071228
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,S003-Q012,1,1,0,0.6499589681625366,0.6635201573371887,0.0135611891746521
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,S003-Q018,3,6,-3,0.6119412183761597,0.6321638226509094,0.020222604274749756
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,S003-Q014,15,15,0,0.5855612754821777,0.6678715348243713,0.0823102593421936
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,7,4,3,0.6343926787376404,0.7131409645080566,0.07874828577041626
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,6,4,2,0.5726884603500366,0.6760780811309814,0.10338962078094482
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,12,3,9,0.5834260582923889,0.7182896733283997,0.13486361503601074
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,21,11,10,0.54683518409729,0.6794820427894592,0.1326468586921692
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,17,19,-2,0.5243327021598816,0.6383851170539856,0.114052414894104
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,2,29,-27,0.6725355982780457,0.6785324215888977,0.005996823310852051
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,29,12,17,0.5633748769760132,0.7145257592201233,0.1511508822441101
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,6,10,-4,0.5420230627059937,0.5771517753601074,0.03512871265411377
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,33,24,9,0.4599473774433136,0.5495500564575195,0.08960267901420593
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,15,8,7,0.5070860385894775,0.5729957818984985,0.065909743309021
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,22,27,-5,0.5056788325309753,0.5903053283691406,0.08462649583816528
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,10,3,7,0.5986801981925964,0.7086988091468811,0.11001861095428467
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,15,18,-3,0.592033326625824,0.6618845462799072,0.06985121965408325
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,41,30,11,0.4069212079048157,0.5439043045043945,0.13698309659957886
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,11,10,1,0.4789794087409973,0.5712451934814453,0.092265784740448
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,3,28,-25,0.5221919417381287,0.6044498085975647,0.08225786685943604
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,19,13,6,0.4438685476779938,0.5638749003410339,0.12000635266304016
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,S003-Q053,18,7,11,0.4406288266181946,0.5670916438102722,0.12646281719207764
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,S003-Q058,14,13,1,0.4429168999195099,0.5493208169937134,0.10640391707420349
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,1,5,-4,0.48954805731773376,0.5161936283111572,0.026645570993423462
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,S003-Q062,18,19,-1,0.4069208800792694,0.47727981209754944,0.07035893201828003
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,S003-Q064,4,8,-4,0.4601253867149353,0.5653970837593079,0.10527169704437256
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,16,12,4,0.6070505380630493,0.6962371468544006,0.08918660879135132
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,54,36,18,0.5469114780426025,0.6588612198829651,0.11194974184036255
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,24,10,14,0.5937093496322632,0.705758273601532,0.1120489239692688
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,5,5,0,0.5364928841590881,0.6167514324188232,0.08025854825973511
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,47,42,5,0.482970654964447,0.5769400000572205,0.09396934509277344
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,30,37,-7,0.6417790651321411,0.6637557148933411,0.02197664976119995
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,12,53,-41,0.6042231917381287,0.6234518885612488,0.019228696823120117
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,48,72,-24,0.5702548027038574,0.6029131412506104,0.03265833854675293
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,22,25,-3,0.5237754583358765,0.6038086414337158,0.08003318309783936
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,3,2,1,0.5488320589065552,0.6515400409698486,0.10270798206329346
M0,BGE-M3 Dense（max_length=1024） vs C3,S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,23,31,-8,0.5221955180168152,0.6007784008979797,0.07858288288116455
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,3,3,0,0.35100364685058594,0.5751315951347351,0.22412794828414917
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,7,6,1,0.5022115111351013,0.6001841425895691,0.09797263145446777
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,1,1,0,0.6210789084434509,0.7022731900215149,0.08119428157806396
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,8,9,-1,0.593585193157196,0.6740537285804749,0.08046853542327881
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,5,4,1,0.6157102584838867,0.6968849301338196,0.08117467164993286
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,2,6,-4,0.5244457125663757,0.6160503625869751,0.09160465002059937
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,11,4,7,0.6970088481903076,0.711053729057312,0.014044880867004395
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,3,1,2,0.7119752168655396,0.7886651754379272,0.0766899585723877
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,4,5,-1,0.7066170573234558,0.73273766040802,0.02612060308456421
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,18,20,-2,0.7261838316917419,0.7236169576644897,-0.0025668740272521973
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,14,6,8,0.7453212141990662,0.7812882661819458,0.03596705198287964
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,8,4,4,0.7841389775276184,0.7411869764328003,-0.042952001094818115
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,5,16,-11,0.6531623601913452,0.7141011357307434,0.06093877553939819
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,19,8,11,0.60422682762146,0.7328813672065735,0.12865453958511353
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,3,5,-2,0.5494986772537231,0.6492872834205627,0.0997886061668396
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,4,23,-19,0.5578400492668152,0.6022965312004089,0.04445648193359375
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,21,13,8,0.489423006772995,0.6244894862174988,0.13506647944450378
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,4,10,-6,0.5434472560882568,0.5554845929145813,0.012037336826324463
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,40,28,12,0.30329322814941406,0.4025819003582001,0.09928867220878601
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,28,2,26,0.3380138576030731,0.4720795750617981,0.13406571745872498
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,22,21,1,0.5372671484947205,0.648980975151062,0.11171382665634155
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,36,23,13,0.5712360143661499,0.6543971300125122,0.0831611156463623
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,17,25,-8,0.6142544746398926,0.6502452492713928,0.035990774631500244
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,25,30,-5,0.5234483480453491,0.6048812866210938,0.08143293857574463
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,33,43,-10,0.5125783085823059,0.5802451968193054,0.06766688823699951
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,3,20,-17,0.6123521327972412,0.6525918245315552,0.040239691734313965
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,26,13,13,0.4568561911582947,0.5954423546791077,0.138586163520813
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,12,5,7,0.4582591652870178,0.5576174855232239,0.09935832023620605
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,2,12,-10,0.47814619541168213,0.5248700976371765,0.046723902225494385
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,15,7,8,0.42474165558815,0.483438104391098,0.058696448802948
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,22,17,5,0.41263967752456665,0.45776602625846863,0.04512634873390198
M0,BGE-M3 Dense（max_length=1024） vs C3,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,4,26,-22,0.5201765894889832,0.606772780418396,0.08659619092941284
M0,BGE-M3 Dense（max_length=1024） vs C3,S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,2,3,-1,0.4894738793373108,0.5919211506843567,0.1024472713470459
M0,BGE-M3 Dense（max_length=1024） vs C3,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,6,1,0.4091431200504303,0.47640904784202576,0.06726592779159546
M0,BGE-M3 Dense（max_length=1024） vs C3,S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,2,3,-1,0.4483288526535034,0.507548987865448,0.05922013521194458
M0,BGE-M3 Dense（max_length=1024） vs C3,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,8,1,0.4276643693447113,0.5138816833496094,0.08621731400489807
M0,BGE-M3 Dense（max_length=1024） vs C3,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,1,0,0.4773827791213989,0.568739652633667,0.09135687351226807
M0,BGE-M3 Dense（max_length=1024） vs C3,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,4,3,1,0.42706114053726196,0.48215410113334656,0.055092960596084595
