session_id,query_id,gold_page_id,baseline_rank,baseline_score,P0_rank,P0_score,P0_promoted,P0_demoted,P0_rank_movement,P2_rank,P2_score,P2_promoted,P2_demoted,P2_rank_movement,P4_rank,P4_score,P4_promoted,P4_demoted,P4_rank_movement
S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,22,0.42815840244293213,22,0.42815840244293213,False,False,0,49,0.5106473565101624,False,False,-27,48,0.48000937700271606,False,False,-26
S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,27,0.4808177649974823,27,0.4808177947998047,False,False,0,27,0.4808177947998047,False,False,0,27,0.4808177947998047,False,False,0
S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,4,0.5210728645324707,4,0.5210728645324707,False,False,0,4,0.5210728645324707,False,False,0,4,0.5210728645324707,False,False,0
S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,8,0.5104247331619263,8,0.510424792766571,False,False,0,8,0.510424792766571,False,False,0,8,0.510424792766571,False,False,0
S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,2,0.3488452732563019,2,0.34884530305862427,False,False,0,2,0.34884530305862427,False,False,0,2,0.34884530305862427,False,False,0
S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,6,0.4478003680706024,5,0.5316189527511597,True,False,1,6,0.5032122135162354,False,False,0,6,0.47844448685646057,False,False,0
S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,1,0.626485288143158,1,0.683984100818634,False,False,0,1,0.6697134971618652,False,False,0,1,0.6507358551025391,False,False,0
S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,8,0.5743756294250488,8,0.5841161012649536,False,False,0,8,0.5841161012649536,False,False,0,8,0.5841161012649536,False,False,0
S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,2,0.6311529874801636,3,0.6438204050064087,False,False,-1,3,0.6438204050064087,False,False,-1,3,0.6438204050064087,False,False,-1
S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,2,0.5237041115760803,2,0.5726079940795898,False,False,0,2,0.5726079940795898,False,False,0,2,0.5726079940795898,False,False,0
S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,11,0.692194402217865,11,0.692194402217865,False,False,0,11,0.692194402217865,False,False,0,11,0.692194402217865,False,False,0
S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,9,0.6558319330215454,5,0.6975405812263489,True,False,4,2,0.700154185295105,True,False,7,8,0.6721522212028503,False,False,1
S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,5,0.6664348244667053,3,0.6999475955963135,False,False,2,5,0.6944718956947327,False,False,0,4,0.689116895198822,False,False,1
S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,22,0.5618359446525574,22,0.5618358850479126,False,False,0,20,0.7142355442047119,False,False,2,22,0.5618358850479126,False,False,0
S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,15,0.607856035232544,15,0.6078559160232544,False,False,0,9,0.7604069709777832,False,False,6,15,0.6078559160232544,False,False,0
S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,19,0.638894259929657,19,0.6388940811157227,False,False,0,6,0.8024743795394897,False,False,13,19,0.6388940811157227,False,False,0
S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,2,0.5140451192855835,2,0.5140451192855835,False,False,0,11,0.6472818851470947,False,True,-9,7,0.5886430740356445,False,True,-5
S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,18,0.4629700183868408,18,0.46296998858451843,False,False,0,19,0.6189760565757751,False,False,-1,12,0.5773051381111145,False,False,6
S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,6,0.4753205478191376,5,0.5476755499839783,True,False,1,5,0.5476755499839783,True,False,1,5,0.5476755499839783,True,False,1
S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,6,0.3509902358055115,6,0.3509902060031891,False,False,0,5,0.5342302918434143,True,False,1,6,0.3509902060031891,False,False,0
S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,21,0.2760118842124939,21,0.2760118842124939,False,False,0,21,0.4840504825115204,False,False,0,21,0.2760118842124939,False,False,0
S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,8,0.49345386028289795,8,0.4934537708759308,False,False,0,8,0.4934537708759308,False,False,0,8,0.4934537708759308,False,False,0
S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,40,0.28102946281433105,40,0.28102946281433105,False,False,0,40,0.28102946281433105,False,False,0,40,0.28102946281433105,False,False,0
S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,14,0.36668768525123596,14,0.36668771505355835,False,False,0,14,0.36668771505355835,False,False,0,14,0.36668771505355835,False,False,0
S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,25,0.44328320026397705,25,0.4432831406593323,False,False,0,38,0.4834826588630676,False,False,-13,25,0.4432831406593323,False,False,0
S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,17,0.453130841255188,17,0.4531307816505432,False,False,0,12,0.6159033179283142,False,False,5,17,0.4531307816505432,False,False,0
